year,complaint_type,rows,period
2025,Drinking,4852,2020-2025
2025,Boilers,3996,2020-2025
2025,Violation of Park Rules,3974,2020-2025
2025,Outdoor Dining,3940,2020-2025
2025,Litter Basket Request,3928,2020-2025
2025,Special Projects Inspection Team (SPIT),3890,2020-2025
2025,Water Conservation,3842,2020-2025
2025,Street Sign - Dangling,3753,2020-2025
2025,Street Sign - Missing,3305,2020-2025
2025,Emergency Response Team (ERT),3159,2020-2025
2025,Plumbing,3092,2020-2025
2025,Noise - House of Worship,3061,2020-2025
2025,Sanitation Worker or Vehicle Complaint,3030,2020-2025
2025,Food Poisoning,2981,2020-2025
2025,Broken Parking Meter,2753,2020-2025
2025,Unsanitary Animal Pvt Property,2626,2020-2025
2025,Hazardous Materials,2221,2020-2025
2025,Construction Safety Enforcement,2111,2020-2025
2025,Abandoned Bike,2108,2020-2025
2025,Electrical,2090,2020-2025
2025,Dumpster Complaint,1903,2020-2025
2025,Unsanitary Pigeon Condition,1755,2020-2025
2025,School Maintenance,1722,2020-2025
2025,Commercial Disposal Complaint,1715,2020-2025
2025,Unleashed Dog,1687,2020-2025
2025,ELEVATOR,1642,2020-2025
2025,Bike/Roller/Skate Chronic,1619,2020-2025
2025,Day Care,1612,2020-2025
2025,Asbestos,1509,2020-2025
2025,Lot Condition,1504,2020-2025
2025,Urinating in Public,1405,2020-2025
2025,Litter Basket Complaint,1347,2020-2025
2025,Construction Lead Dust,1332,2020-2025
2025,Water Quality,1324,2020-2025
2025,Standing Water,1261,2020-2025
2025,Bus Stop Shelter Complaint,1196,2020-2025
2025,Non-Residential Heat,1172,2020-2025
2025,Cannabis Retailer,1111,2020-2025
2025,OUTSIDE BUILDING,911,2020-2025
2025,Wood Pile Remaining,892,2020-2025
2025,Industrial Waste,845,2020-2025
2025,New Tree Request,783,2020-2025
2025,Taxi Report,760,2020-2025
2025,Illegal Animal Kept as Pet,693,2020-2025
2025,Investigations and Discipline (IAD),659,2020-2025
2025,Bike Rack,620,2020-2025
2025,Harboring Bees/Wasps,547,2020-2025
2025,Indoor Sewage,511,2020-2025
2025,E-Scooter,498,2020-2025
2025,BEST/Site Safety,490,2020-2025
2025,For Hire Vehicle Report,408,2020-2025
2025,Mold,398,2020-2025
2025,Green Taxi Complaint,367,2020-2025
2025,Drinking Water,363,2020-2025
2025,Mosquitoes,327,2020-2025
2025,Bus Stop Shelter Placement,260,2020-2025
2025,Uprooted Stump,249,2020-2025
2025,Beach/Pool/Sauna Complaint,232,2020-2025
2025,Tattooing,214,2020-2025
2025,LinkNYC,208,2020-2025
2025,Disorderly Youth,206,2020-2025
2025,Plant,191,2020-2025
2025,Pet Sale,189,2020-2025
2025,Scaffold Safety,146,2020-2025
2025,Posting Advertisement,139,2020-2025
2025,Illegal Animal Sold,137,2020-2025
2025,Poison Ivy,136,2020-2025
2025,Bike/Roller/Skate,130,2020-2025
2025,Special Operations,125,2020-2025
2025,Recycling Basket Complaint,119,2020-2025
2025,Bench,118,2020-2025
2025,Tobacco or Non-Tobacco Sale,116,2020-2025
2025,Animal Facility - No Permit,108,2020-2025
2025,Found Property,89,2020-2025
2025,Taxi Compliment,88,2020-2025
2025,Cranes and Derricks,76,2020-2025
2025,Unsanitary Animal Facility,76,2020-2025
2025,Building Drinking Water Tank,67,2020-2025
2025,Pet Shop,53,2020-2025
2025,Institution Disposal Complaint,53,2020-2025
2025,Green Taxi Report,52,2020-2025
2025,Incorrect Data,45,2020-2025
2025,Special Natural Area District (SNAD),43,2020-2025
2025,Unspecified,42,2020-2025
2025,Public Toilet,42,2020-2025
2025,Lifeguard,37,2020-2025
2025,Cooling Tower,30,2020-2025
2025,AHV Inspection Unit,28,2020-2025
2025,Borough Office,23,2020-2025
2025,Dept of Investigations,22,2020-2025
2025,Radioactive Material,20,2020-2025
2025,Window Guard,20,2020-2025
2025,Wayfinding,19,2020-2025
2025,DEP Street Condition,11,2020-2025
2025,X-Ray Machine/Equipment,9,2020-2025
2025,Oil or Gas Spill,8,2020-2025
2025,Highway Condition,7,2020-2025
2025,Transfer Station Complaint,7,2020-2025
2025,Calorie Labeling,6,2020-2025
2025,Public Payphone Complaint,6,2020-2025
2025,Building Condition,5,2020-2025
2025,SNW,5,2020-2025
2025,Squeegee,5,2020-2025
2025,Tanning,5,2020-2025
2025,Taxi Licensee Complaint,4,2020-2025
2025,Bridge Condition,4,2020-2025
2025,Leaning Bar,3,2020-2025
2025,FHV Licensee Complaint,3,2020-2025
2025,Ferry Complaint,2,2020-2025
2025,Municipal Parking Facility,2,2020-2025
2025,ASBESTOS,1,2020-2025
2025,DSNY Internal,1,2020-2025
2025,DEP Sidewalk Condition,1,2020-2025
2025,Building Marshal's Office,1,2020-2025
